semg,time
0.2215846660969356,0.0032548904418945312
0.22768892687095588,0.005963563919067383
0.2237821999755829,0.008696317672729492
0.2284214381638383,0.011371374130249023
0.23183982419728966,0.014398336410522461
0.23013063118056398,0.017120361328125
0.22182883652789642,0.019792556762695312
0.22671224514711263,0.02245640754699707
0.22329385911366129,0.025209665298461914
0.22500305213038696,0.02787613868713379
0.23135148333536804,0.030549287796020508
0.2306189720424856,0.03332328796386719
0.2169454279086802,0.03599357604980469
0.22720058600903426,0.03866124153137207
0.22182883652789642,0.04138803482055664
0.22475888169942615,0.04412555694580078
0.23354901721401533,0.04680347442626953
0.23647906238554506,0.04951310157775879
0.22304968868270048,0.05218076705932617
0.23208399462825047,0.054978370666503906
0.22549139299230858,0.05768942832946777
0.22695641557807344,0.06035208702087402
0.23818825540227073,0.06306743621826172
0.23794408497130992,0.06577634811401367
0.22500305213038696,0.0684511661529541
0.23135148333536804,0.07112550735473633
0.22549139299230858,0.07388091087341309
0.22549139299230858,0.07655882835388184
0.23550238066170182,0.07923316955566406
0.235258210230741,0.08194303512573242
0.22744475643999507,0.08465123176574707
0.2284214381638383,0.08731865882873535
0.22768892687095588,0.09002971649169922
0.226223904285191,0.0926976203918457
0.23550238066170182,0.0954132080078125
0.23599072152362344,0.09810233116149902
0.23232816505921128,0.10079073905944824
0.22744475643999507,0.10354018211364746
0.2325723354901721,0.10621070861816406
0.22695641557807344,0.10888171195983887
0.2325723354901721,0.11161422729492188
0.23550238066170182,0.11431694030761719
0.23403735807593695,0.11699652671813965
0.22304968868270048,0.11970090866088867
0.23135148333536804,0.12237906455993652
0.22671224514711263,0.12507867813110352
0.23135148333536804,0.127793550491333
0.23843242583323154,0.13046836853027344
0.23916493712611397,0.13317275047302246
0.226223904285191,0.1358785629272461
0.2350140397997802,0.1385486125946045
0.2284214381638383,0.14123225212097168
0.23013063118056398,0.14400863647460938
0.2418508118666829,0.146683931350708
0.2423391527286045,0.14938855171203613
0.22964229031864236,0.15210223197937012
0.23672323281650587,0.1548314094543457
0.2306189720424856,0.15750765800476074
0.2306189720424856,0.16021966934204102
0.2423391527286045,0.16292691230773926
0.24307166402148694,0.1656022071838379
0.23135148333536804,0.16831493377685547
0.235258210230741,0.1709902286529541
0.23159565376632885,0.17369651794433594
0.23183982419728966,0.17641305923461914
0.2418508118666829,0.17908835411071777
0.24038578928091803,0.18175959587097168
0.23403735807593695,0.18456244468688965
0.2328165059211329,0.1872389316558838
0.23354901721401533,0.1899106502532959
0.23135148333536804,0.19262981414794922
0.24014161884995722,0.19533443450927734
0.24062995971187884,0.1979999542236328
0.23672323281650587,0.20072627067565918
0.23013063118056398,0.20344305038452148
0.23476986936881938,0.20610761642456055
0.2306189720424856,0.20882511138916016
0.23672323281650587,0.21149420738220215
0.23916493712611397,0.21421003341674805
0.23892076669515316,0.21692323684692383
0.22768892687095588,0.21959686279296875
0.23550238066170182,0.22226238250732422
0.2306189720424856,0.2250065803527832
0.23354901721401533,0.2276771068572998
0.24136247100476127,0.23035168647766113
0.24038578928091803,0.23308634757995605
0.22744475643999507,0.23575544357299805
0.23623489195458425,0.23842668533325195
0.22915394945672074,0.24114203453063965
0.2306189720424856,0.2438502311706543
0.24136247100476127,0.2465224266052246
0.24136247100476127,0.24922990798950195
0.22890977902575993,0.25189661979675293
0.23452569893785857,0.2545928955078125
0.22866560859479912,0.25730204582214355
0.22768892687095588,0.2599656581878662
0.2372115736784275,0.2626383304595947
0.2372115736784275,0.2653787136077881
0.22890977902575993,0.26804494857788086
0.22964229031864236,0.2707085609436035
0.22890977902575993,0.27347445487976074
0.226223904285191,0.27614378929138184
0.23623489195458425,0.2788112163543701
0.23672323281650587,0.28151893615722656
0.23232816505921128,0.2842271327972412
0.22768892687095588,0.2868940830230713
0.2306189720424856,0.28963160514831543
0.2281772677328775,0.29230499267578125
0.24038578928091803,0.296372652053833
0.24062995971187884,0.299058198928833
0.22964229031864236,0.3017435073852539
0.23330484678305452,0.3045082092285156
0.22890977902575993,0.30746889114379883
0.22866560859479912,0.31013941764831543
0.23892076669515316,0.31288790702819824
0.2396532779880356,0.3158292770385742
0.22890977902575993,0.3185148239135742
0.23452569893785857,0.3212301731109619
0.2306189720424856,0.32393980026245117
0.23183982419728966,0.3268861770629883
0.24258332315956532,0.3296029567718506
0.24307166402148694,0.33228254318237305
0.2328165059211329,0.33500170707702637
0.23623489195458425,0.3379828929901123
0.23159565376632885,0.34065723419189453
0.23208399462825047,0.3433818817138672
0.24307166402148694,0.34609222412109375
0.2440483457453302,0.34905052185058594
0.23354901721401533,0.3517634868621826
0.2374557441093883,0.3544774055480957
0.23452569893785857,0.3573424816131592
0.23354901721401533,0.360126256942749
0.2445366866072518,0.36283135414123535
0.2445366866072518,0.36550259590148926
0.23574655109266263,0.3685019016265869
0.23916493712611397,0.37117862701416016
0.23428152850689776,0.3738870620727539
0.23452569893785857,0.376589298248291
0.2440483457453302,0.3795452117919922
0.2445366866072518,0.3822200298309326
0.23599072152362344,0.38497090339660645
0.2374557441093883,0.3876373767852783
0.235258210230741,0.39058995246887207
0.23354901721401533,0.3933587074279785
0.24380417531436938,0.39603734016418457
0.24307166402148694,0.3987152576446533
0.23330484678305452,0.40170860290527344
0.23623489195458425,0.404437780380249
0.23354901721401533,0.4071202278137207
0.23232816505921128,0.41011881828308105
0.24282749359052613,0.41285014152526855
0.24258332315956532,0.41556453704833984
0.23452569893785857,0.41823577880859375
0.23599072152362344,0.42118239402770996
0.23428152850689776,0.4239468574523926
0.23452569893785857,0.4269678592681885
0.24526919790013424,0.4297347068786621
0.24575753876205586,0.432448148727417
0.23476986936881938,0.4351682662963867
0.23916493712611397,0.43811869621276855
0.23428152850689776,0.44083404541015625
0.23452569893785857,0.4435393810272217
0.244292516176291,0.44649410247802734
0.24600170919301667,0.44921278953552246
0.235258210230741,0.4518890380859375
0.24087413014283965,0.4548683166503906
0.235258210230741,0.4575824737548828
0.23647906238554506,0.4602525234222412
0.24771090220974235,0.4631936550140381
0.2491759247955072,0.4659848213195801
0.2372115736784275,0.46866703033447266
0.24136247100476127,0.47136354446411133
0.23672323281650587,0.4743654727935791
0.23696740324746668,0.47705864906311035
0.2467342204858991,0.47978782653808594
0.24819924307166397,0.4824564456939697
0.23574655109266263,0.4854447841644287
0.24111830057380046,0.4881570339202881
0.23672323281650587,0.4908413887023926
0.2372115736784275,0.49382805824279785
0.24746673177878153,0.49654722213745117
0.24795507264070316,0.4992251396179199
0.23599072152362344,0.5019207000732422
0.24038578928091803,0.5049653053283691
0.23428152850689776,0.5076544284820557
0.23452569893785857,0.5103204250335693
0.2440483457453302,0.5134236812591553
0.24624587962397748,0.5160994529724121
0.23428152850689776,0.5187807083129883
0.23940910755707479,0.5214877128601074
0.235258210230741,0.5244746208190918
0.23550238066170182,0.5271503925323486
0.24624587962397748,0.5298604965209961
0.2469783909168599,0.5325369834899902
0.23403735807593695,0.5355625152587891
0.24038578928091803,0.5382380485534668
0.23452569893785857,0.5409083366394043
0.23599072152362344,0.5436534881591797
0.24575753876205586,0.5466048717498779
