semg,time,class
0.2530826516908802,0.0025856494903564,0
0.2613844463435477,0.0052573680877685,0
0.2657795141008423,0.007730484008789,0
0.2547918447076058,0.0101816654205322,0
0.2589427420339396,0.0125384330749511,0
0.259675253326822,0.0148720741271972,0
0.2555243560004883,0.0172705650329589,0
0.2599194237577829,0.0196082592010498,0
0.2660236845318031,0.0220496654510498,0
0.2694420705652545,0.0244276523590087,0
0.2586985716029788,0.0267488956451416,0
0.2616286167745085,0.0290873050689697,0
0.2608961054816261,0.031388521194458,0
0.2574777194481747,0.0337245464324951,0
0.259675253326822,0.0359623432159423,0
0.2684653888414112,0.0385186672210693,0
0.2723721157367842,0.0409708023071289,0
0.2621169576364301,0.0430920124053955,0
0.2613844463435477,0.0452814102172851,0
0.2648028323769991,0.0477583408355712,0
0.2599194237577829,0.0500855445861816,0
0.2616286167745085,0.0521774291992187,0
0.2723721157367842,0.0544352531433105,0
0.2716396044439018,0.0567972660064697,0
0.2684653888414112,0.0590453147888183,0
0.2599194237577829,0.0615034103393554,0
0.267488707117568,0.0639164447784423,0
0.2626052984983518,0.0663018226623535,0
0.2638261506531558,0.0686953067779541,0
0.2750579904773531,0.071073293685913,0
0.2733487974606274,0.0735065937042236,0
0.2711512635819801,0.0758399963378906,0
0.2621169576364301,0.0781798362731933,0
0.2694420705652545,0.0805020332336425,0
0.2638261506531558,0.0828769207000732,0
0.2655353436698815,0.0852754116058349,0
0.276523013063118,0.0881662368774414,0
0.2755463313392747,0.0912938117980957,0
0.2616286167745085,0.0941660404205322,0
0.2677328775485288,0.0970203876495361,0
0.2586985716029788,0.0998034477233886,0
0.2608961054816261,0.1026434898376464,0
0.2716396044439018,0.1054294109344482,0
0.2706629227200585,0.1081585884094238,0
0.2567452081552923,0.110931396484375,0
0.2648028323769991,0.1137208938598632,0
0.2560126968624099,0.1164572238922119,0
0.2577218898791356,0.1192142963409423,0
0.2696862409962153,0.1220157146453857,0
0.2684653888414112,0.1247494220733642,0
0.2540593334147234,0.1275229454040527,0
0.2626052984983518,0.1302919387817382,0
0.2530826516908802,0.1330230236053466,0
0.2538151629837626,0.1357991695404052,0
0.2657795141008423,0.1385641098022461,0
0.2645586619460383,0.1413383483886718,0
