semg,time,class
0.271395434012941,0.0032649040222167,0
0.2569893785862531,0.006422996520996,0
0.267488707117568,0.0091252326965332,0
0.2586985716029788,0.0121748447418212,0
0.259675253326822,0.0149316787719726,0
0.271395434012941,0.017932653427124,0
0.2704187522890977,0.0206232070922851,0
0.2567452081552923,0.0233008861541748,0
0.267488707117568,0.0260610580444335,0
0.2599194237577829,0.0290162563323974,0
0.2608961054816261,0.0317063331604003,0
0.2716396044439018,0.0344572067260742,0
0.271395434012941,0.0374131202697753,0
0.2562568672933707,0.0401020050048828,0
0.2684653888414112,0.0428252220153808,0
0.2608961054816261,0.0455520153045654,0
0.2621169576364301,0.048508882522583,0
0.2718837748748626,0.0512347221374511,0
0.2718837748748626,0.0540773868560791,0
0.2582102307410572,0.0567569732666015,0
0.2684653888414112,0.0597531795501709,0
0.2618727872054693,0.0624325275421142,0
0.2640703210841166,0.0651488304138183,0
0.2753021609083139,0.0678708553314209,0
0.2723721157367842,0.0708327293395996,0
0.2601635941887437,0.0735177993774414,0
0.271395434012941,0.0762710571289062,0
0.2645586619460383,0.0792434215545654,0
0.267488707117568,0.0819718837738037,0
0.276523013063118,0.0848810672760009,0
0.2733487974606274,0.087576150894165,0
0.2613844463435477,0.0905711650848388,0
0.2701745818581369,0.0932567119598388,0
0.2643144915150774,0.095973253250122,0
0.268709559272372,0.0986964702606201,0
0.2774996947869612,0.1016488075256347,0
0.2731046270296666,0.1043763160705566,0
0.2618727872054693,0.1070921421051025,0
0.2716396044439018,0.1097779273986816,0
0.2652911732389207,0.1127314567565918,0
0.2694420705652545,0.1154823303222656,0
0.2755463313392747,0.1181657314300537,0
0.2731046270296666,0.121119737625122,0
0.2618727872054693,0.1238696575164794,0
0.2689537297033328,0.1265544891357422,0
0.2626052984983518,0.1292335987091064,0
0.2667561958246855,0.1322188377380371,0
0.2750579904773531,0.1349599361419677,0
0.271395434012941,0.1376516819000244,0
0.259675253326822,0.1403496265411377,0
0.268709559272372,0.1433000564575195,0
0.2626052984983518,0.1460621356964111,0
0.2672445366866072,0.1487472057342529,0
0.2748138200463923,0.15142822265625,0
0.2718837748748626,0.1544852256774902,0
0.2616286167745085,0.1571793556213379,0
0.2704187522890977,0.1598649024963379,0
0.263581980222195,0.1628544330596923,0
0.2699304114271761,0.1655800342559814,0
0.2753021609083139,0.1682705879211425,0
0.272616286167745,0.1709988117218017,0
0.2608961054816261,0.1739814281463623,0
0.2691979001342937,0.1766695976257324,0
0.2638261506531558,0.1794261932373047,0
0.2694420705652545,0.1821198463439941,0
0.2745696496154315,0.1851286888122558,0
0.2709070931510193,0.1878659725189209,0
0.2616286167745085,0.190554141998291,0
0.2677328775485288,0.1932361125946045,0
0.2628494689293126,0.1962373256683349,0
0.2655353436698815,0.1977965831756591,0
0.2750579904773531,0.1991364955902099,0
0.2731046270296666,0.2004823684692382,0
0.2735929678915882,0.2018425464630127,0
